dataset_question_id,question_id,concept_name
1286,15530,27.2 Scientific Notation
1287,14290,6.3 3-D Figures
1288,14232,6.3 3-D Figures
1289,19599,20.1 Angles of Triangles
1290,14326,6.3 3-D Figures
1291,19545,20.1 Angles of Triangles
1292,19534,20.1 Angles of Triangles
1293,12847,14.5 Multiplication of Polynomials
1294,20306,20.2 Angles of  Polygons
1295,15708,26.3 Factorization Using Other Identities
1296,20331,20.2 Angles of  Polygons
1297,20216,22.1 Pythagoras' Theorem
1298,20210,22.1 Pythagoras' Theorem
1299,20211,22.1 Pythagoras' Theorem
1300,19594,20.1 Angles of Triangles
1301,19607,20.1 Angles of Triangles
1302,12148,2.1 Introduction to Algebra
1303,20228,22.1 Pythagoras' Theorem
1304,22043,23.1 Introduction to Trigonometric Ratios
1305,20229,22.1 Pythagoras' Theorem
1306,15528,27.2 Scientific Notation
1307,12796,14.6 Simple Factorization of Polynomials
1308,22044,23.1 Introduction to Trigonometric Ratios
1309,22045,23.1 Introduction to Trigonometric Ratios
1310,13325,29.3 More about Percentage Changes
1311,14753,33.2 Special Lines in triangles
1312,12185,15.1 Meaning of Identities
1313,13340,29.3 More about Percentage Changes
1314,13336,29.3 More about Percentage Changes
1315,13335,29.3 More about Percentage Changes
1316,13332,29.3 More about Percentage Changes
1317,14215,33.3 Triangle Inequality
1318,13331,29.3 More about Percentage Changes
1319,14193,33.3 Triangle Inequality
1320,12635,27.3 Different Numeral Systems
1321,15311,36.4 Similar Figures
1322,15301,36.4 Similar Figures
1323,15304,36.4 Similar Figures
1324,15300,36.4 Similar Figures
1325,15297,36.4 Similar Figures
1326,15296,36.4 Similar Figures
1327,15293,36.4 Similar Figures
1328,15291,36.4 Similar Figures
1329,15264,36.4 Similar Figures
1330,15250,36.3 Spheres
1331,15251,36.3 Spheres
1332,20308,20.2 Angles of  Polygons
1333,15252,36.3 Spheres
1334,15253,36.3 Spheres
1335,20330,20.2 Angles of  Polygons
1336,15254,36.3 Spheres
1337,20307,20.2 Angles of  Polygons
1338,12099,16.1 Simple Algebraic Fractions
1339,15199,36.3 Spheres
1340,20304,20.2 Angles of  Polygons
1341,15256,36.3 Spheres
1342,13117,26.2 Factorization Using Cross-method
1343,15202,36.3 Spheres
1344,13114,26.2 Factorization Using Cross-method
1345,12013,16.3 Change of  Subject of a Formula
1346,15257,36.3 Spheres
1347,11512,27.1 Zero and Negative Integral Indices
1348,15258,36.3 Spheres
1349,20333,20.2 Angles of  Polygons
1350,15203,36.3 Spheres
1351,15529,27.2 Scientific Notation
1352,15259,36.3 Spheres
1353,20341,20.2 Angles of  Polygons
1354,15204,36.3 Spheres
1355,12180,15.1 Meaning of Identities
1356,15260,36.3 Spheres
1357,15248,36.3 Spheres
1358,15263,36.4 Similar Figures
1359,20345,20.2 Angles of  Polygons
1360,14625,9.1 Symmetry
1361,14558,9.1 Symmetry
1362,12506,33.1 Use Deductive Geometry in Solving Triangle Problems
1363,12644,27.3 Different Numeral Systems
1364,12507,33.1 Use Deductive Geometry in Solving Triangle Problems
1365,12641,27.3 Different Numeral Systems
1366,12638,27.3 Different Numeral Systems
1367,14168,33.3 Triangle Inequality
1368,14174,33.3 Triangle Inequality
1369,11507,27.1 Zero and Negative Integral Indices
1370,13484,29.2 Increasing/Decreasing at a Constant Rate
1371,11510,27.1 Zero and Negative Integral Indices
1372,21847,22.2 Converse of Pythagoras' Theorem
1373,21848,22.2 Converse of Pythagoras' Theorem
1374,21850,22.2 Converse of Pythagoras' Theorem
1375,14460,14.2 Laws of Indices
1376,21849,22.2 Converse of Pythagoras' Theorem
1377,21851,22.2 Converse of Pythagoras' Theorem
1378,15270,36.4 Similar Figures
1379,11694,5.2 Estimating Measurement
1380,12069,16.1 Simple Algebraic Fractions
1381,15279,36.4 Similar Figures
1382,11699,5.2 Estimating Measurement
1383,11717,5.2 Estimating Measurement
1384,14559,32.4 Effects of Changing Data on Central Tendency
1385,14561,32.4 Effects of Changing Data on Central Tendency
1386,15265,36.4 Similar Figures
1387,11709,5.2 Estimating Measurement
1388,11706,5.2 Estimating Measurement
1389,11708,5.2 Estimating Measurement
1390,15281,36.4 Similar Figures
1391,11707,5.2 Estimating Measurement
1392,15294,36.4 Similar Figures
1393,11723,5.2 Estimating Measurement
1394,15266,36.4 Similar Figures
1395,15185,36.2 Cones
1396,11704,5.2 Estimating Measurement
1397,11719,5.2 Estimating Measurement
1398,22047,23.1 Introduction to Trigonometric Ratios
1399,15183,36.2 Cones
1400,15179,36.2 Cones
1401,15176,36.2 Cones
1402,15173,36.2 Cones
1403,14650,33.2 Special Lines in triangles
1404,14954,"35.4 Points, Straight Lines and Planes of 3-D Figures"
1405,14035,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1406,14053,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1407,14569,33.2 Special Lines in triangles
1408,15145,36.2 Cones
1409,12544,17.2 Solving Simultaneous Linear Equations by Graphical Method
1410,15124,36.2 Cones
1411,13449,29.4 Taxation
1412,12342,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1413,12350,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1414,12354,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1415,12357,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1416,12360,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1417,12362,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1418,12364,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1419,12368,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1420,12373,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1421,12378,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1422,12383,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1423,12387,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1424,12522,19.1 Organization of Continuous Data
1425,11683,19.2 Presentation of Continuous Data
1426,11689,19.2 Presentation of Continuous Data
1427,12299,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1428,11696,19.2 Presentation of Continuous Data
1429,11705,19.2 Presentation of Continuous Data
1430,11710,19.2 Presentation of Continuous Data
1431,11711,19.2 Presentation of Continuous Data
1432,11742,19.2 Presentation of Continuous Data
1433,11767,19.2 Presentation of Continuous Data
1434,11773,19.2 Presentation of Continuous Data
1435,11809,19.2 Presentation of Continuous Data
1436,11972,16.2 Formulas and Subsitution
1437,12571,19.1 Organization of Continuous Data
1438,12561,19.1 Organization of Continuous Data
1439,12539,19.1 Organization of Continuous Data
1440,12764,27.3 Different Numeral Systems
1441,12622,27.3 Different Numeral Systems
1442,12632,27.3 Different Numeral Systems
1443,13330,29.3 More about Percentage Changes
1444,15484,35.3 Further Knowledge on 2-D Representations of 3-D Objects
1445,15077,36.1 Pyramids
1446,15078,36.1 Pyramids
1447,15079,36.1 Pyramids
1448,12347,14.4 Addition and Subtraction of Polynomials
1449,12344,14.4 Addition and Subtraction of Polynomials
1450,14652,33.2 Special Lines in triangles
1451,14804,33.2 Special Lines in triangles
1452,14697,33.2 Special Lines in triangles
1453,14943,"35.4 Points, Straight Lines and Planes of 3-D Figures"
1454,12671,27.3 Different Numeral Systems
1455,14936,"35.4 Points, Straight Lines and Planes of 3-D Figures"
1456,14920,"35.4 Points, Straight Lines and Planes of 3-D Figures"
1457,13903,28.2 Surds
1458,15285,36.4 Similar Figures
1459,15267,36.4 Similar Figures
1460,12816,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1461,14045,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1462,14020,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1463,14009,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1464,13987,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1465,13736,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1466,14000,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1467,13994,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1468,13975,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1469,13972,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1470,13704,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1471,13582,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1472,13667,30.1 Basic Properties of Inequalities and Solutions of Inequalities
1473,12526,19.1 Organization of Continuous Data
1474,12512,19.1 Organization of Continuous Data
1475,12532,19.1 Organization of Continuous Data
1476,12545,19.1 Organization of Continuous Data
1477,12551,19.1 Organization of Continuous Data
1478,14286,33.3 Triangle Inequality
1479,15319,30.2 Linear Inequalities in One Unknown
1480,15323,30.2 Linear Inequalities in One Unknown
1481,15325,30.2 Linear Inequalities in One Unknown
1482,22046,23.1 Introduction to Trigonometric Ratios
1483,22048,23.1 Introduction to Trigonometric Ratios
1484,22049,23.1 Introduction to Trigonometric Ratios
1485,22050,23.1 Introduction to Trigonometric Ratios
1486,22051,23.1 Introduction to Trigonometric Ratios
1487,22052,23.1 Introduction to Trigonometric Ratios
1488,15205,36.3 Spheres
1489,12654,29.1 Compund Interest
1490,15161,36.2 Cones
1491,15171,36.2 Cones
1492,12219,15.1 Meaning of Identities
1493,11957,16.2 Formulas and Subsitution
1494,12755,29.3 More about Percentage Changes
1495,11965,16.2 Formulas and Subsitution
1496,12600,29.1 Compund Interest
1497,12649,29.1 Compund Interest
1498,12608,29.1 Compund Interest
1499,12616,29.1 Compund Interest
1500,12617,29.1 Compund Interest
1501,12681,29.1 Compund Interest
1502,15327,30.2 Linear Inequalities in One Unknown
1503,12085,16.1 Simple Algebraic Fractions
1504,19544,20.1 Angles of Triangles
1505,14454,14.2 Laws of Indices
1506,14458,14.2 Laws of Indices
1507,11959,16.2 Formulas and Subsitution
1508,11960,16.2 Formulas and Subsitution
1509,11961,16.2 Formulas and Subsitution
1510,11951,16.2 Formulas and Subsitution
1511,15080,36.1 Pyramids
1512,15085,36.1 Pyramids
1513,15090,36.1 Pyramids
1514,14583,33.2 Special Lines in triangles
1515,14610,33.2 Special Lines in triangles
1516,14592,33.2 Special Lines in triangles
1517,14671,32.3 Weighed Means
1518,12550,17.2 Solving Simultaneous Linear Equations by Graphical Method
1519,12611,17.2 Solving Simultaneous Linear Equations by Graphical Method
1520,12629,17.2 Solving Simultaneous Linear Equations by Graphical Method
1521,12599,17.2 Solving Simultaneous Linear Equations by Graphical Method
1522,12086,16.1 Simple Algebraic Fractions
1523,12088,16.1 Simple Algebraic Fractions
1524,12087,16.1 Simple Algebraic Fractions
1525,12848,14.5 Multiplication of Polynomials
1526,12558,17.2 Solving Simultaneous Linear Equations by Graphical Method
1527,12604,17.2 Solving Simultaneous Linear Equations by Graphical Method
1528,12079,16.1 Simple Algebraic Fractions
1529,12080,16.1 Simple Algebraic Fractions
1530,12081,16.1 Simple Algebraic Fractions
1531,12082,16.1 Simple Algebraic Fractions
1532,12418,15.2 The Difference of Two Squares
1533,12420,15.2 The Difference of Two Squares
1534,12083,16.1 Simple Algebraic Fractions
1535,12421,15.2 The Difference of Two Squares
1536,11946,17.2 Solving Simultaneous Linear Equations by Graphical Method
1537,12216,17.2 Solving Simultaneous Linear Equations by Graphical Method
1538,11944,17.2 Solving Simultaneous Linear Equations by Graphical Method
1539,11947,17.2 Solving Simultaneous Linear Equations by Graphical Method
1540,11948,17.2 Solving Simultaneous Linear Equations by Graphical Method
1541,12187,17.2 Solving Simultaneous Linear Equations by Graphical Method
1542,12265,17.2 Solving Simultaneous Linear Equations by Graphical Method
1543,12432,17.2 Solving Simultaneous Linear Equations by Graphical Method
1544,12366,17.2 Solving Simultaneous Linear Equations by Graphical Method
1545,12336,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1546,12281,17.2 Solving Simultaneous Linear Equations by Graphical Method
1547,12334,14.4 Addition and Subtraction of Polynomials
1548,11518,17.1 Meaning of Linear Equations
1549,11519,17.1 Meaning of Linear Equations
1550,12078,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1551,12286,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1552,11964,16.2 Formulas and Subsitution
1553,11971,16.2 Formulas and Subsitution
1554,15357,17.5 Application of Simultaneous Linear Equaitons
1555,15547,17.5 Application of Simultaneous Linear Equaitons
1556,15541,17.5 Application of Simultaneous Linear Equaitons
1557,15542,17.5 Application of Simultaneous Linear Equaitons
1558,14683,32.3 Weighed Means
1559,23871,31.1 Introduction of Probability
1560,23872,31.1 Introduction of Probability
1561,23878,31.1 Introduction of Probability
1562,23875,31.1 Introduction of Probability
1563,23877,31.1 Introduction of Probability
1564,23873,31.1 Introduction of Probability
1565,23910,31.1 Introduction of Probability
1566,23914,31.1 Introduction of Probability
1567,23928,31.1 Introduction of Probability
1568,23932,31.1 Introduction of Probability
1569,23955,31.1 Introduction of Probability
1570,23956,31.1 Introduction of Probability
1571,12225,17.2 Solving Simultaneous Linear Equations by Graphical Method
1572,12244,15.1 Meaning of Identities
1573,12195,15.1 Meaning of Identities
1574,12242,15.1 Meaning of Identities
1575,12228,15.1 Meaning of Identities
1576,12236,15.1 Meaning of Identities
1577,12264,15.1 Meaning of Identities
1578,11457,15.3 The Perfect Square Identities
1579,11458,15.3 The Perfect Square Identities
1580,14227,6.3 3-D Figures
1581,20956,10.1 Angles Relating to Intersecting Lines
1582,20946,10.1 Angles Relating to Intersecting Lines
1583,20973,10.1 Angles Relating to Intersecting Lines
1584,20966,10.1 Angles Relating to Intersecting Lines
1585,20950,10.1 Angles Relating to Intersecting Lines
1586,20995,10.2 Angles Relating to Parallel Lines
1587,12190,2.1 Introduction to Algebra
1588,12204,2.1 Introduction to Algebra
1589,12328,12.1 Collection and Classification of Data
1590,12339,12.1 Collection and Classification of Data
1591,20947,10.1 Angles Relating to Intersecting Lines
1592,20952,10.1 Angles Relating to Intersecting Lines
1593,19306,8.1 Rectangular Coordinates
1594,19307,8.1 Rectangular Coordinates
1595,12348,12.1 Collection and Classification of Data
1596,12656,12.1 Collection and Classification of Data
1597,19309,8.1 Rectangular Coordinates
1598,20974,10.1 Angles Relating to Intersecting Lines
1599,19310,8.1 Rectangular Coordinates
1600,19311,8.1 Rectangular Coordinates
1601,12665,12.1 Collection and Classification of Data
1602,20967,10.1 Angles Relating to Intersecting Lines
1603,12580,12.1 Collection and Classification of Data
1604,15673,9.3 Effects of Transformations on Coordinates
1605,12660,12.1 Collection and Classification of Data
1606,12567,12.1 Collection and Classification of Data
1607,19324,8.1 Rectangular Coordinates
1608,12540,12.1 Collection and Classification of Data
1609,20944,10.1 Angles Relating to Intersecting Lines
1610,11419,2.2 Algebraic Equations in One Unknown
1611,19325,8.1 Rectangular Coordinates
1612,19326,8.1 Rectangular Coordinates
1613,19327,8.1 Rectangular Coordinates
1614,21085,10.3 Conditions for Parallel Lines
1615,19329,8.1 Rectangular Coordinates
1616,21096,10.3 Conditions for Parallel Lines
1617,21082,10.3 Conditions for Parallel Lines
1618,12361,12.1 Collection and Classification of Data
1619,21098,10.3 Conditions for Parallel Lines
1620,21095,10.3 Conditions for Parallel Lines
1621,12359,12.1 Collection and Classification of Data
1622,12552,12.1 Collection and Classification of Data
1623,12471,12.1 Collection and Classification of Data
1624,19312,8.1 Rectangular Coordinates
1625,12467,12.1 Collection and Classification of Data
1626,19314,8.1 Rectangular Coordinates
1627,19315,8.1 Rectangular Coordinates
1628,11572,3.2 Percentage Change
1629,15553,7.2 Prism
1630,15488,7.2 Prism
1631,15468,7.2 Prism
1632,13407,12.2 Organization of Discrete Data
1633,13369,12.2 Organization of Discrete Data
1634,12609,12.2 Organization of Discrete Data
1635,15668,9.3 Effects of Transformations on Coordinates
1636,12307,5.1 Estimating Numbers
1637,12312,5.1 Estimating Numbers
1638,12316,5.1 Estimating Numbers
1639,20948,10.1 Angles Relating to Intersecting Lines
1640,12263,5.1 Estimating Numbers
1641,12269,5.1 Estimating Numbers
1642,14281,6.3 3-D Figures
1643,12340,5.1 Estimating Numbers
1644,12304,5.1 Estimating Numbers
1645,14213,6.3 3-D Figures
1646,12255,5.1 Estimating Numbers
1647,12257,5.1 Estimating Numbers
1648,12260,5.1 Estimating Numbers
1649,14323,6.3 3-D Figures
1650,14316,6.3 3-D Figures
1651,14245,6.3 3-D Figures
1652,20953,10.1 Angles Relating to Intersecting Lines
1653,19316,8.1 Rectangular Coordinates
1654,19318,8.1 Rectangular Coordinates
1655,19330,8.1 Rectangular Coordinates
1656,12250,5.1 Estimating Numbers
1657,15512,7.2 Prism
1658,12146,2.1 Introduction to Algebra
1659,12157,2.1 Introduction to Algebra
1660,19492,8.3 Area of a Plane Figure
1661,21393,8.3 Area of a Plane Figure
1662,12325,5.1 Estimating Numbers
1663,21438,8.3 Area of a Plane Figure
1664,21440,8.3 Area of a Plane Figure
1665,21442,8.3 Area of a Plane Figure
1666,21443,8.3 Area of a Plane Figure
1667,15424,7.2 Prism
1668,21445,8.3 Area of a Plane Figure
1669,12557,12.1 Collection and Classification of Data
1670,19489,8.3 Area of a Plane Figure
1671,12646,12.1 Collection and Classification of Data
1672,12659,12.1 Collection and Classification of Data
1673,21404,8.3 Area of a Plane Figure
1674,21055,10.3 Conditions for Parallel Lines
1675,15516,7.2 Prism
1676,14975,7.2 Prism
1677,14921,7.2 Prism
1678,13703,6.1 Basic Geometric Knowledge
1679,13961,6.1 Basic Geometric Knowledge
1680,13720,6.1 Basic Geometric Knowledge
1681,13740,6.1 Basic Geometric Knowledge
1682,13658,6.1 Basic Geometric Knowledge
1683,13654,6.1 Basic Geometric Knowledge
1684,20993,10.2 Angles Relating to Parallel Lines
1685,21022,10.2 Angles Relating to Parallel Lines
1686,21029,10.2 Angles Relating to Parallel Lines
1687,21039,10.2 Angles Relating to Parallel Lines
1688,21028,10.2 Angles Relating to Parallel Lines
1689,21086,10.3 Conditions for Parallel Lines
1690,21093,10.3 Conditions for Parallel Lines
1691,20958,10.1 Angles Relating to Intersecting Lines
1692,12353,12.1 Collection and Classification of Data
1693,12465,12.1 Collection and Classification of Data
1694,12298,12.1 Collection and Classification of Data
1695,21020,10.2 Angles Relating to Parallel Lines
1696,21040,10.2 Angles Relating to Parallel Lines
1697,11549,3.1 Simple Problems Involving Percentages
1698,21087,10.3 Conditions for Parallel Lines
1699,21092,10.3 Conditions for Parallel Lines
1700,21084,10.3 Conditions for Parallel Lines
1701,21052,10.3 Conditions for Parallel Lines
1702,20994,10.2 Angles Relating to Parallel Lines
1703,20991,10.2 Angles Relating to Parallel Lines
1704,21056,10.3 Conditions for Parallel Lines
1705,20996,10.2 Angles Relating to Parallel Lines
1706,21057,10.3 Conditions for Parallel Lines
1707,21034,10.2 Angles Relating to Parallel Lines
1708,21058,10.3 Conditions for Parallel Lines
1709,14284,6.3 3-D Figures
1710,14223,6.3 3-D Figures
1711,21110,10.3 Conditions for Parallel Lines
1712,21105,10.3 Conditions for Parallel Lines
1713,14265,6.3 3-D Figures
1714,20997,10.2 Angles Relating to Parallel Lines
1715,21100,10.3 Conditions for Parallel Lines
1716,20945,10.1 Angles Relating to Intersecting Lines
1717,15500,7.2 Prism
1718,21107,10.3 Conditions for Parallel Lines
1719,12209,2.1 Introduction to Algebra
1720,12556,12.1 Collection and Classification of Data
1721,12462,12.1 Collection and Classification of Data
1722,12575,12.1 Collection and Classification of Data
1723,21094,10.3 Conditions for Parallel Lines
1724,12566,12.1 Collection and Classification of Data
1725,12351,12.1 Collection and Classification of Data
1726,20990,10.2 Angles Relating to Parallel Lines
1727,20999,10.2 Angles Relating to Parallel Lines
1728,13516,12.2 Organization of Discrete Data
1729,13418,12.2 Organization of Discrete Data
1730,13361,12.3 Presentation and Analysis of Discrete Data
1731,13473,12.2 Organization of Discrete Data
1732,13364,12.3 Presentation and Analysis of Discrete Data
1733,13391,12.2 Organization of Discrete Data
1734,13456,12.2 Organization of Discrete Data
1735,15058,9.3 Effects of Transformations on Coordinates
1736,14225,9.2 Transformation
1737,11516,3.1 Simple Problems Involving Percentages
1738,11542,3.1 Simple Problems Involving Percentages
1739,19366,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1740,13458,12.3 Presentation and Analysis of Discrete Data
1741,14184,12.3 Presentation and Analysis of Discrete Data
1742,19367,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1743,13584,12.3 Presentation and Analysis of Discrete Data
1744,19369,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1745,11923,1.3 Multiplication and Division of Directed Numbers
1746,20549,8.4 Polar Coordinates
1747,20047,8.4 Polar Coordinates
1748,13735,6.1 Basic Geometric Knowledge
1749,13710,6.1 Basic Geometric Knowledge
1750,20957,10.1 Angles Relating to Intersecting Lines
1751,20970,10.1 Angles Relating to Intersecting Lines
1752,11929,1.3 Multiplication and Division of Directed Numbers
1753,11537,3.1 Simple Problems Involving Percentages
1754,11539,3.1 Simple Problems Involving Percentages
1755,11541,3.1 Simple Problems Involving Percentages
1756,11544,3.1 Simple Problems Involving Percentages
1757,11546,3.1 Simple Problems Involving Percentages
1758,11775,3.4 Discount
1759,11727,3.3 Profit and Loss
1760,19487,8.3 Area of a Plane Figure
1761,19488,8.3 Area of a Plane Figure
1762,20949,10.1 Angles Relating to Intersecting Lines
1763,20964,10.1 Angles Relating to Intersecting Lines
1764,11552,3.1 Simple Problems Involving Percentages
1765,11553,3.1 Simple Problems Involving Percentages
1766,20969,10.1 Angles Relating to Intersecting Lines
1767,12161,2.1 Introduction to Algebra
1768,11550,3.1 Simple Problems Involving Percentages
1769,20972,10.1 Angles Relating to Intersecting Lines
1770,12163,2.1 Introduction to Algebra
1771,11548,3.1 Simple Problems Involving Percentages
1772,19331,8.1 Rectangular Coordinates
1773,13329,12.3 Presentation and Analysis of Discrete Data
1774,12206,2.1 Introduction to Algebra
1775,11400,2.2 Algebraic Equations in One Unknown
1776,19332,8.1 Rectangular Coordinates
1777,11536,3.1 Simple Problems Involving Percentages
1778,19333,8.1 Rectangular Coordinates
1779,11924,1.3 Multiplication and Division of Directed Numbers
1780,11570,3.2 Percentage Change
1781,19335,8.1 Rectangular Coordinates
1782,20998,10.2 Angles Relating to Parallel Lines
1783,11585,3.2 Percentage Change
1784,19319,8.1 Rectangular Coordinates
1785,11571,3.2 Percentage Change
1786,15472,7.2 Prism
1787,19320,8.1 Rectangular Coordinates
1788,11574,3.2 Percentage Change
1789,19346,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1790,19347,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1791,19348,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1792,19321,8.1 Rectangular Coordinates
1793,11563,3.2 Percentage Change
1794,11532,3.1 Simple Problems Involving Percentages
1795,19485,8.3 Area of a Plane Figure
1796,21394,8.3 Area of a Plane Figure
1797,11729,3.3 Profit and Loss
1798,21017,10.2 Angles Relating to Parallel Lines
1799,20951,10.1 Angles Relating to Intersecting Lines
1800,12215,2.1 Introduction to Algebra
1801,12520,12.2 Organization of Discrete Data
1802,13451,12.2 Organization of Discrete Data
1803,13385,12.2 Organization of Discrete Data
1804,13504,12.2 Organization of Discrete Data
1805,12549,12.2 Organization of Discrete Data
1806,12594,12.2 Organization of Discrete Data
1807,14273,9.2 Transformation
1808,12562,12.2 Organization of Discrete Data
1809,12332,5.1 Estimating Numbers
1810,11932,1.3 Multiplication and Division of Directed Numbers
1811,12145,4.3 Sequences
1812,11713,5.2 Estimating Measurement
1813,11724,5.2 Estimating Measurement
1814,20961,10.1 Angles Relating to Intersecting Lines
1815,20963,10.1 Angles Relating to Intersecting Lines
1816,20968,10.1 Angles Relating to Intersecting Lines
1817,11422,2.2 Algebraic Equations in One Unknown
1818,21026,10.2 Angles Relating to Parallel Lines
1819,13401,12.3 Presentation and Analysis of Discrete Data
1820,20029,8.4 Polar Coordinates
1821,20041,8.4 Polar Coordinates
1822,20042,8.4 Polar Coordinates
1823,20043,8.4 Polar Coordinates
1824,20044,8.4 Polar Coordinates
1825,20045,8.4 Polar Coordinates
1826,20046,8.4 Polar Coordinates
1827,20048,8.4 Polar Coordinates
1828,20050,8.4 Polar Coordinates
1829,20051,8.4 Polar Coordinates
1830,20052,8.4 Polar Coordinates
1831,20053,8.4 Polar Coordinates
1832,21113,10.3 Conditions for Parallel Lines
1833,20054,8.4 Polar Coordinates
1834,13564,12.3 Presentation and Analysis of Discrete Data
1835,13631,12.3 Presentation and Analysis of Discrete Data
1836,12276,5.1 Estimating Numbers
1837,12559,12.1 Collection and Classification of Data
1838,12296,5.1 Estimating Numbers
1839,19322,8.1 Rectangular Coordinates
1840,11515,3.1 Simple Problems Involving Percentages
1841,11695,5.2 Estimating Measurement
1842,11697,5.2 Estimating Measurement
1843,11533,3.1 Simple Problems Involving Percentages
1844,11722,5.2 Estimating Measurement
1845,15454,7.2 Prism
1846,11725,5.2 Estimating Measurement
1847,11798,3.5 Simple Interest
1848,15428,7.2 Prism
1849,11799,3.5 Simple Interest
1850,19323,8.1 Rectangular Coordinates
1851,11428,2.3 Application Problems in One Unknown Equations
1852,11432,2.3 Application Problems in One Unknown Equations
1853,11452,2.3 Application Problems in One Unknown Equations
1854,11427,2.3 Application Problems in One Unknown Equations
1855,11433,2.3 Application Problems in One Unknown Equations
1856,11437,2.3 Application Problems in One Unknown Equations
1857,12147,4.3 Sequences
1858,21019,10.2 Angles Relating to Parallel Lines
1859,12153,4.3 Sequences
1860,12469,12.1 Collection and Classification of Data
1861,12151,4.3 Sequences
1862,13412,12.3 Presentation and Analysis of Discrete Data
1863,12193,4.4 Introduction to Functions
1864,14272,6.3 3-D Figures
1865,11535,3.1 Simple Problems Involving Percentages
1866,21021,10.2 Angles Relating to Parallel Lines
1867,21018,10.2 Angles Relating to Parallel Lines
1868,14235,6.3 3-D Figures
1869,21025,10.2 Angles Relating to Parallel Lines
1870,14189,6.3 3-D Figures
1871,12335,5.1 Estimating Numbers
1872,11429,2.3 Application Problems in One Unknown Equations
1873,12346,5.1 Estimating Numbers
1874,11701,5.2 Estimating Measurement
1875,11403,2.2 Algebraic Equations in One Unknown
1876,11698,5.2 Estimating Measurement
1877,12283,5.1 Estimating Numbers
1878,11431,2.3 Application Problems in One Unknown Equations
1879,20960,10.1 Angles Relating to Intersecting Lines
1880,11453,2.3 Application Problems in One Unknown Equations
1881,11430,2.3 Application Problems in One Unknown Equations
1882,19355,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1883,19363,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1884,19360,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1885,19357,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1886,19356,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1887,19497,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1888,11445,2.3 Application Problems in One Unknown Equations
1889,11451,2.3 Application Problems in One Unknown Equations
1890,19359,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1891,11447,2.3 Application Problems in One Unknown Equations
1892,19375,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1893,11454,2.3 Application Problems in One Unknown Equations
1894,11434,2.3 Application Problems in One Unknown Equations
1895,19351,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
1896,12142,4.3 Sequences
1897,12166,4.3 Sequences
1898,13776,12.3 Presentation and Analysis of Discrete Data
1899,11782,3.4 Discount
1900,13379,12.3 Presentation and Analysis of Discrete Data
1901,13531,12.3 Presentation and Analysis of Discrete Data
1902,11764,3.4 Discount
1903,11766,3.4 Discount
1904,11669,4.1 Fomulating Inequalities
1905,11667,4.1 Fomulating Inequalities
1906,11673,4.1 Fomulating Inequalities
1907,11678,4.1 Fomulating Inequalities
1908,11666,4.1 Fomulating Inequalities
1909,11677,4.1 Fomulating Inequalities
1910,11674,4.1 Fomulating Inequalities
1911,19336,8.1 Rectangular Coordinates
